0;20;EUR;42949;
0;20;EUR;54819;
0;20;GBP;42950;
0;96;GBP;43833;
0;103;EUR;44565;
0;102;GBP;44136;
0;72;EUR;44871;
0;69;EUR;44440;
0;5000;JPY;43776;
0;46;EUR;43722;
0;77;GBP;44518;
0;4000;JPY;44632;
0;77;EUR;43173;
0;1200;JPY;43879;
0;79;EUR;43508;
0;66;EUR;44043;
0;39;GBP;43092;
0;29;USD;43571;
0;108;USD;44787;
0;80;GBP;44065;
0;101;USD;44376;
0;8300;JPY;44806;
0;106;GBP;44620;
0;35;USD;44555;
0;46;GBP;43277;
0;39;GBP;44796;
0;34;EUR;44707;
0;5500;JPY;43232;
0;44;USD;45017;
0;60;EUR;44093;
0;8600;JPY;43058;
0;94;EUR;43738;
0;64;EUR;44401;
0;70;USD;43382;
0;49;USD;43118;
0;9600;JPY;44676;
0;10500;JPY;43489;
0;88;EUR;44584;
0;10700;JPY;43151;
0;102;USD;43667;
0;11;USD;44806;
0;51;GBP;43936;
0;54;EUR;44839;
0;39;EUR;42990;
0;107;EUR;44067;
0;85;GBP;43331;
0;77;USD;43977;
0;6300;JPY;44047;
0;16;EUR;43615;
0;34;USD;43969;
0;42;GBP;43121;
0;2900;JPY;42953;
0;18;EUR;44318;
3;20;EUR;USD;1;42946;42949;
3;20;EUR;USD;1;42946;42953;
3;59;EUR;USD;1.020383;42949;43590;
3;5500;USD;JPY;92.938400000000001;42949;44368;
3;65;EUR;GBP;0.59940000000000004;42949;44571;
3;38;GBP;USD;1.4787649999999999;42949;43414;
3;1000;USD;JPY;96.979199999999992;42949;44343;
3;24;EUR;GBP;0.6512;42949;44774;
3;101;EUR;GBP;0.59940000000000004;42949;44693;
3;46;EUR;USD;1.020383;42949;43709;
3;38;EUR;GBP;0.60680000000000001;42949;44287;
3;3100;USD;JPY;96.979199999999992;42949;43424;
3;47;EUR;GBP;0.71039999999999992;42949;43279;
3;38;EUR;GBP;0.61419999999999997;42949;44668;
3;39;EUR;USD;1.0428089999999999;42949;43178;
3;73;GBP;USD;1.2500900000000001;42949;44193;
3;50;EUR;USD;1.0764479999999998;42949;44056;
3;98;GBP;USD;1.4025400000000001;42949;44378;
3;106;EUR;USD;0.89704000000000006;42949;44767;
3;9300;USD;JPY;101.02;42949;44720;
3;35;EUR;USD;0.96431800000000001;42949;43422;
3;4900;USD;JPY;87.8874;42949;43255;
3;9200;USD;JPY;6.7346666666666666;42950;43620;
3;17;EUR;GBP;0.049333333333333333;42950;43348;
3;2100;USD;JPY;13.469333333333333;42950;44999;
3;5300;USD;JPY;13.469333333333333;42950;45050;
3;32;EUR;GBP;0.12333333333333334;42950;42991;
3;11;GBP;USD;0.25408333333333333;42950;43056;
3;15;EUR;USD;0.2990133333333333;42950;44029;
3;3600;USD;JPY;8.418333333333333;42950;44395;
3;2600;USD;JPY;30.305999999999997;42950;43859;
3;4700;USD;JPY;6.7346666666666666;42950;43175;
3;46;EUR;USD;0.35507833333333333;42950;44451;
3;60;EUR;USD;0.20557166666666665;42950;43530;
3;41;GBP;USD;0.25408333333333333;42950;44424;
3;104;EUR;USD;0.056065000000000004;42950;43984;
3;91;EUR;GBP;0.19733333333333333;42950;44950;
3;83;GBP;USD;0.20326666666666665;42950;43710;
3;10500;USD;JPY;10.102;42950;44741;
3;5000;USD;JPY;6.7346666666666666;42950;43835;
3;52;EUR;USD;0.13081833333333334;42950;43227;
3;66;EUR;GBP;0.222;42950;44796;
3;58;EUR;USD;0.35507833333333333;43238;43651;
3;2000;USD;JPY;11.785666666666666;42960;43297;
3;23;EUR;USD;0.018688333333333331;42957;43259;
3;109;GBP;USD;0.10163333333333333;43006;43826;
3;50;EUR;GBP;0.061666666666666668;43090;43902;
3;60;EUR;USD;0.33638999999999997;43179;43307;
3;32;GBP;USD;0.4065333333333333;43071;43296;
3;94;EUR;USD;0.22426000000000001;43432;44063;
3;35;GBP;USD;0.050816666666666663;43223;44074;
3;5200;USD;JPY;21.887666666666668;43450;44091;
3;3400;USD;JPY;15.152999999999999;43049;43240;
3;46;EUR;USD;0.28032499999999999;43332;44152;
3;89;GBP;USD;0.33030833333333331;43145;43150;
3;65;EUR;USD;0.037376666666666662;43127;43978;
3;103;GBP;USD;0.025408333333333331;43130;44015;
3;23;GBP;USD;0.35571666666666668;43318;43823;
3;5400;USD;JPY;3.3673333333333333;43077;43337;
3;3100;USD;JPY;13.469333333333333;43457;44242;
3;82;EUR;USD;0.33638999999999997;43479;43669;
3;18;GBP;USD;0.20326666666666665;43449;43486;
3;20;EUR;USD;1;42949;42950;
3;20;EUR;USD;1;42949;42951;
3;20;EUR;USD;1;42950;42952;
3;20;USD;JPY;11.785666666666666;42949;42950;
3;20;USD;JPY;11.785666666666666;42949;42951;
3;20;USD;JPY;11.785666666666666;42950;42952;
